userid,condition,rating
94,20,5
94,21,4
94,23,3
94,27,4
94,28,4
94,30,5
94,33,4
94,35,5
94,38,4
94,39,3
94,44,5
94,46,4
94,48,3
94,49,4
94,50,4
94,50,4
94,50,4
94,52,3
94,52,3
94,56,5
94,61,4
94,61,4
94,64,2
94,68,3
94,69,3
94,69,3
94,70,3
94,72,3
94,72,3
95,2,5
95,3,3
95,5,4
95,6,5
95,6,4
95,6,5
95,7,5
95,8,5
95,8,5
95,8,4
95,8,5
95,10,5
95,10,5
95,12,4
95,13,4
95,13,4
95,13,4
95,14,3
95,15,3
95,15,3
95,16,4
95,17,4
95,18,3
95,18,3
95,19,5
95,20,5
95,20,5
95,22,1
95,22,2
95,22,1
95,24,4
95,27,2
95,29,4
95,32,4
95,34,3
95,35,5
95,35,5
95,35,5
95,35,5
95,37,5
95,37,4
95,41,5
95,41,3
95,41,4
95,41,4
95,43,3
95,43,4
95,45,3
95,45,3
95,47,4
95,47,4
95,48,3
95,48,3
95,49,4
95,49,3
95,52,3
95,52,3
95,52,3
95,54,3
95,54,3
95,56,4
95,56,4
95,58,3
95,58,4
95,59,3
95,59,3
95,60,3
95,60,2
95,61,3
95,62,2
95,63,3
95,64,2
95,64,2
95,66,2
95,67,2
95,67,3
95,68,1
95,69,2
95,70,3
95,71,1
96,1,5
96,2,5
96,4,4
96,5,4
96,6,5
96,7,5
96,7,5
96,7,4
96,9,5
96,12,3
96,14,4
96,15,4
96,20,4
96,20,5
96,22,1
96,27,2
96,28,3
96,34,5
96,35,5
96,36,3
96,37,4
96,38,3
96,40,4
96,43,4
96,43,3
96,44,4
96,46,3
96,46,3
96,46,4
96,48,4
96,52,4
96,55,4
96,56,3
96,60,3
96,60,3
96,61,3
96,61,3
96,62,3
96,71,2
96,71,1
97,1,5
97,2,5
97,2,5
97,3,5
97,5,5
97,5,5
97,7,5
97,9,5
97,10,5
97,11,5
97,11,5
97,12,5
97,14,5
97,14,5
97,16,5
97,17,5
97,17,5
97,17,5
97,22,2
97,23,3
97,23,3
97,24,5
97,24,5
97,26,2
97,28,5
97,31,5
97,31,5
97,32,5
97,34,5
97,35,5
97,36,5
97,37,5
97,38,5
97,39,5
97,39,5
97,39,5
97,40,5
97,40,5
97,41,5
97,41,5
97,41,5
97,44,5
97,44,5
97,46,5
97,47,4
97,47,5
97,48,5
97,48,5
97,49,5
97,50,5
97,51,4
97,52,5
97,52,5
97,52,5
97,55,5
97,55,5
97,57,5
97,57,4
97,57,5
97,58,4
97,60,5
97,61,4
97,61,4
97,66,5
97,67,5
97,67,3
97,68,3
97,70,4
97,70,5
97,72,4
98,16,5
98,19,4
98,24,4
98,36,4
98,54,3
98,58,3
98,59,4
98,61,4
98,63,3
98,65,1
99,1,5
99,1,5
99,2,4
99,3,3
99,6,3
99,7,5
99,9,3
99,11,3
99,11,2
99,12,3
99,15,3
99,16,4
99,16,4
99,17,3
99,22,1
99,23,4
99,24,4
99,26,1
99,27,4
99,28,5
99,28,3
99,29,5
99,29,5
99,29,3
99,30,3
99,31,4
99,32,5
99,32,5
99,34,4
99,35,4
99,35,3
99,37,4
99,37,5
99,39,2
99,41,4
99,42,3
99,42,3
99,44,4
99,44,5
99,44,4
99,45,3
99,45,2
99,46,4
99,46,3
99,47,5
99,50,3
99,50,3
99,51,3
99,51,2
99,52,3
99,52,3
99,52,3
99,59,3
99,60,3
99,60,3
99,61,3
99,62,4
99,63,2
99,64,2
99,65,2
99,65,3
99,66,3
99,67,3
99,69,3
99,69,2
99,70,3
99,70,2
99,70,2
99,71,2
99,72,2
100,6,5
100,30,5
100,45,3
100,49,3
100,53,4
100,54,2
100,57,3
100,63,1
100,68,1
100,70,2
101,9,4
101,9,3
101,25,4
101,28,4
101,31,4
101,32,3
101,50,3
101,59,3
101,62,2
101,69,2
102,2,4
102,2,2
102,3,3
102,5,3
102,5,3
102,9,5
102,10,5
102,19,5
102,19,5
102,19,4
102,20,5
102,21,4
102,25,5
102,25,5
102,25,5
102,27,2
102,29,4
102,31,3
102,33,2
102,33,2
102,34,4
102,40,4
102,40,4
102,42,3
102,44,4
102,49,4
102,54,3
102,54,3
102,56,5
102,56,4
103,1,4
103,8,5
103,11,4
103,11,4
103,12,4
103,15,4
103,16,4
103,20,4
103,20,4
103,25,5
103,26,3
103,26,2
103,27,3
103,27,3
103,29,4
103,30,4
103,31,4
103,32,4
103,33,4
103,36,4
103,38,4
103,38,4
103,39,4
103,43,4
103,43,4
103,45,4
103,48,4
103,48,4
103,55,4
103,56,4
103,59,4
103,59,4
103,59,4
103,60,4
103,61,4
103,61,4
103,62,4
103,62,4
103,71,1
103,72,4
104,5,4
104,15,4
104,38,3
104,45,4
104,47,3
104,55,3
104,55,2
104,57,3
104,58,2
104,72,2
105,2,4
105,3,3
105,10,5
105,10,4
105,12,2
105,17,2
105,17,2
105,18,2
105,19,5
105,19,4
105,21,4
105,22,1
105,23,2
105,23,1
105,25,5
105,25,5
105,26,1
105,27,1
105,27,2
105,28,4
105,28,4
105,29,5
105,31,4
105,32,5
105,33,3
105,34,4
105,36,3
105,37,4
105,37,4
105,38,4
105,39,3
105,42,3
105,42,3
105,43,3
105,44,4
105,44,4
105,45,2
105,46,4
105,48,2
105,52,4
105,52,3
105,53,4
105,53,5
105,56,4
105,57,2
105,66,2
105,67,2
105,67,3
105,67,3
105,70,2
106,1,5
106,1,5
106,2,4
106,3,3
106,4,5
106,6,4
106,7,5
106,7,5
106,7,4
106,8,5
106,8,5
106,9,5
106,10,5
106,11,3
106,13,2
106,14,3
106,14,2
106,14,2
106,15,3
106,16,4
106,17,2
106,19,5
106,20,5
106,20,5
106,22,1
106,23,1
106,23,1
106,24,3
106,24,2
106,26,1
106,26,1
106,27,1
106,28,2
106,28,2
106,28,2
106,31,3
106,31,4
106,32,4
106,34,3
106,37,3
106,37,3
106,39,3
106,41,4
106,41,5
106,41,4
106,42,3
106,42,2
106,42,2
106,42,3
106,43,4
106,43,4
106,44,3
106,44,3
106,44,3
106,45,3
106,45,2
106,46,3
106,46,4
106,48,2
106,49,3
106,50,2
106,51,2
106,52,2
106,53,5
106,54,2
106,55,3
106,56,2
106,58,4
106,58,2
106,59,3
106,59,4
106,59,4
106,60,2
106,62,1
106,62,1
106,63,1
106,64,2
106,65,1
106,65,1
106,66,2
106,66,2
106,67,2
106,68,1
106,68,1
106,70,1
106,71,1
106,71,2
106,72,1
106,72,2
106,72,1
107,1,4
107,2,5
107,2,5
107,2,5
107,2,4
107,3,4
107,3,4
107,3,4
107,5,5
107,12,4
107,13,3
107,17,4
107,18,5
107,18,4
107,19,4
107,22,2
107,24,5
107,26,2
107,28,5
107,31,5
107,32,5
107,33,3
107,35,5
107,37,3
107,40,5
107,40,5
107,41,5
107,49,4
107,53,5
107,54,3
107,55,3
107,59,3
107,60,3
107,61,4
107,62,2
107,64,3
107,66,2
107,67,5
107,68,2
107,72,1
108,3,3
108,3,4
108,4,5
108,4,4
108,5,3
108,6,4
108,6,4
108,9,5
108,11,3
108,14,4
108,16,4
108,16,5
108,20,5
108,22,1
108,24,5
108,26,1
108,27,3
108,29,4
108,30,5
108,30,4
108,31,4
108,32,5
108,33,3
108,33,4
108,38,4
108,38,4
108,38,3
108,38,4
108,38,3
108,40,3
108,41,4
108,41,5
108,42,3
108,42,4
108,42,3
108,42,2
108,43,4
108,43,4
108,44,4
108,45,3
108,45,4
108,46,3
108,46,3
108,46,3
108,47,4
108,47,4
108,48,3
108,48,3
108,49,5
108,52,3
108,53,5
108,54,3
108,54,3
108,55,3
108,57,4
108,57,3
108,58,4
108,59,5
108,59,5
108,61,3
108,62,4
108,63,1
108,63,2
108,63,3
108,65,3
108,65,2
108,66,2
108,67,3
108,72,2
108,72,2
109,1,4
109,2,5
109,2,5
109,3,4
109,5,3
109,6,5
109,7,5
109,7,5
109,7,5
109,9,5
109,9,5
109,9,5
109,10,5
109,10,5
109,11,3
109,12,4
109,12,5
109,12,4
109,13,3
109,14,3
109,15,4
109,16,5
109,16,4
109,17,3
109,17,4
109,17,4
109,18,4
109,18,3
109,21,4
109,21,5
109,22,2
109,22,2
109,24,3
109,26,1
109,26,2
109,27,2
109,27,2
109,27,3
109,27,2
109,28,3
109,29,4
109,29,5
109,30,4
109,31,5
109,33,4
109,33,3
109,33,2
109,34,5
109,34,4
109,35,4
109,35,5
109,36,4
109,37,5
109,38,4
109,38,3
109,39,4
109,40,3
109,42,3
109,42,3
109,43,4
109,44,3
109,45,3
109,45,3
109,46,5
109,46,5
109,47,5
109,47,4
109,49,5
109,50,5
109,50,4
109,51,4
109,52,4
109,52,4
109,53,3
109,53,5
109,53,3
109,54,4
109,54,3
109,55,3
109,56,3
109,57,3
109,57,4
109,58,4
109,59,4
109,60,2
109,60,4
109,60,3
109,61,5
109,62,5
109,62,3
109,62,3
109,65,2
109,66,2
109,67,3
109,67,4
109,68,2
109,68,3
109,69,5
109,70,4
109,72,3
110,2,5
110,2,5
110,7,5
110,8,5
110,9,5
110,10,5
110,13,5
110,16,4
110,16,5
110,17,5
110,18,5
110,21,5
110,21,5
110,24,5
110,29,5
110,32,5
110,32,5
110,33,5
110,34,5
110,37,5
110,41,3
110,41,5
110,43,5
110,44,5
110,53,5
110,55,3
110,63,3
110,66,4
110,70,5
110,71,3
111,2,5
111,2,5
111,7,5
111,8,5
111,8,5
111,9,4
111,9,5
111,13,3
111,14,4
111,15,3
111,17,4
111,20,5
111,22,1
111,22,1
111,23,2
111,24,5
111,26,1
111,27,2
111,29,4
111,30,4
111,31,3
111,31,4
111,34,4
111,37,4
111,39,3
111,40,4
111,43,4
111,44,2
111,45,3
111,45,3
111,46,4
111,47,4
111,49,4
111,49,4
111,50,5
111,50,4
111,50,3
111,54,3
111,54,3
111,55,4
111,56,5
111,57,3
111,58,4
111,63,3
111,64,4
111,65,1
111,67,2
111,69,4
111,72,3
111,72,2
112,1,5
112,6,4
112,9,5
112,10,5
112,12,4
112,12,3
112,15,3
112,17,3
112,23,3
112,23,3
112,23,3
112,25,5
112,30,5
112,31,4
112,33,3
112,34,4
112,36,3
112,37,4
112,38,4
112,40,4
112,40,4
112,44,4
112,45,3
112,46,4
112,49,4
112,51,2
112,52,2
112,53,4
112,53,5
112,55,3
112,56,5
112,56,4
112,57,2
112,60,3
112,65,2
112,65,2
112,66,1
112,68,1
112,72,2
112,72,2
113,1,5
113,1,3
113,2,4
113,3,3
113,4,5
113,4,4
113,4,4
113,5,4
113,6,5
113,6,4
113,7,4
113,7,4
113,8,4
113,8,4
113,8,3
113,9,4
113,9,3
113,9,4
113,10,4
113,13,3
113,14,3
113,14,4
113,15,3
113,15,4
113,18,4
113,19,4
113,22,1
113,24,4
113,24,3
113,24,2
113,25,3
113,26,1
113,26,1
113,26,1
113,26,1
113,28,3
113,28,4
113,28,5
113,28,4
113,29,5
113,31,4
113,32,4
113,34,3
113,35,4
113,36,3
113,39,3
113,39,2
113,40,4
113,40,3
113,40,4
113,41,4
113,42,2
113,42,2
113,44,4
113,46,3
113,46,2
113,48,3
113,48,2
113,48,2
113,49,3
113,49,3
113,49,3
113,50,2
113,51,1
113,51,1
113,52,2
113,52,2
113,54,2
113,57,2
113,57,2
113,59,2
113,59,2
113,59,1
113,60,1
113,60,2
113,61,2
113,62,2
113,63,1
113,63,2
113,64,3
113,65,1
113,66,1
113,66,1
113,67,2
113,70,1
113,71,1
113,71,1
113,72,1
113,72,1
113,72,1
114,5,5
114,17,4
114,23,2
114,33,4
114,47,5
114,52,3
114,52,2
114,63,3
114,65,2
114,65,3
115,3,5
115,9,4
115,13,4
115,25,4
115,25,4
115,32,5
115,38,1
115,44,3
115,58,3
115,61,3
116,1,5
116,1,5
116,2,5
116,3,3
116,6,4
116,6,5
116,7,4
116,7,3
116,8,5
116,8,4
116,9,5
116,9,5
116,11,4
116,11,2
116,11,3
116,13,3
116,13,3
116,14,2
116,14,2
116,16,5
116,16,4
116,16,3
116,16,3
116,17,2
116,17,3
116,17,2
116,20,4
116,22,1
116,22,1
116,23,2
116,26,1
116,28,2
116,31,3
116,31,3
116,32,4
116,32,4
116,33,1
116,34,4
116,35,5
116,36,3
116,39,2
116,40,4
116,40,3
116,40,3
116,41,4
116,42,1
116,43,4
116,44,4
116,44,3
116,44,5
116,44,2
116,45,2
116,45,3
116,46,4
116,46,3
116,47,4
116,49,3
116,49,4
116,50,3
116,50,4
116,51,1
116,52,3
116,52,3
116,53,2
116,53,4
116,56,3
116,56,3
116,56,3
116,57,2
116,58,2
116,60,1
116,60,2
116,61,2
116,62,1
116,62,1
116,63,1
116,64,2
116,65,1
116,65,1
116,65,1
116,67,3
116,67,2
116,70,2
116,70,3
116,70,2
116,70,2
116,71,1
116,71,1
116,71,1
116,72,1
117,1,5
117,1,5
117,2,5
117,3,4
117,3,4
117,3,4
117,4,5
117,4,5
117,5,5
117,5,5
117,6,5
117,6,5
117,7,5
117,8,5
117,10,5
117,11,4
117,13,4
117,16,4
117,17,5
117,23,1
117,23,1
117,24,3
117,24,4
117,28,3
117,29,5
117,29,5
117,29,5
117,30,5
117,31,4
117,33,4
117,35,5
117,37,3
117,37,3
117,40,3
117,40,3
117,46,3
117,49,3
117,53,4
117,55,2
117,55,2
117,56,1
117,61,2
117,64,1
117,64,2
117,65,1
117,65,3
117,66,2
117,66,1
117,67,2
117,70,2
118,1,5
118,2,4
118,3,2
118,3,2
118,3,2
118,3,1
118,6,5
118,6,5
118,7,4
118,8,5
118,8,5
118,12,2
118,13,2
118,15,2
118,16,3
118,18,2
118,20,5
118,21,4
118,21,3
118,22,1
118,24,4
118,24,4
118,25,4
118,26,2
118,26,1
118,28,4
118,30,4
118,30,4
118,31,3
118,31,3
118,32,5
118,33,2
118,33,1
118,33,1
118,34,3
118,35,4
118,35,3
118,35,4
118,37,3
118,39,2
118,39,2
118,39,1
118,41,4
118,43,4
118,43,3
118,44,4
118,47,3
118,51,1
118,51,2
118,51,1
118,55,3
118,57,2
118,58,3
118,59,2
118,59,4
118,61,3
118,62,3
118,63,2
118,64,3
118,64,3
118,66,2
118,67,2
118,68,3
118,68,3
118,70,3
118,71,2
118,71,2
118,71,3
118,72,1
118,72,2
119,5,3
119,15,3
119,22,1
119,29,4
119,38,3
119,39,3
119,44,5
119,52,4
119,55,2
119,57,2
120,8,5
120,9,4
120,10,5
120,11,3
120,32,5
120,34,3
120,36,3
120,48,3
120,53,4
120,55,3
121,1,5
121,1,4
121,2,3
121,4,5
121,4,5
121,6,5
121,10,4
121,18,1
121,19,5
121,20,5
121,27,2
121,28,5
121,32,2
121,34,4
121,36,2
121,37,3
121,41,5
121,43,2
121,47,5
121,47,4
121,53,4
121,53,5
121,56,2
121,56,5
121,57,1
121,59,3
121,60,2
121,66,2
121,69,1
121,69,1
122,6,5
122,10,4
122,13,2
122,18,2
122,32,4
122,37,3
122,38,3
122,53,3
122,62,3
122,65,1
123,3,3
123,21,4
123,32,4
123,32,5
123,35,5
123,36,3
123,49,3
123,55,3
123,70,2
123,70,1
124,3,3
124,5,3
124,6,5
124,6,5
124,11,3
124,12,3
124,13,3
124,15,3
124,16,3
124,18,3
124,19,4
124,19,5
124,21,4
124,22,1
124,23,1
124,26,1
124,28,5
124,28,4
124,31,3
124,32,4
124,36,2
124,45,3
124,45,2
124,47,5
124,51,3
124,51,1
124,54,2
124,57,2
124,63,1
124,64,1
124,65,1
124,65,1
124,66,1
124,67,2
124,68,1
124,69,2
124,69,1
124,70,1
124,72,1
124,72,1
125,5,4
125,5,3
125,7,5
125,8,5
125,9,4
125,12,4
125,14,4
125,16,5
125,17,3
125,17,4
125,18,4
125,19,5
125,20,5
125,20,5
125,22,5
125,23,5
125,24,4
125,25,5
125,26,3
125,26,2
125,30,4
125,30,4
125,30,5
125,35,5
125,36,4
125,36,4
125,37,4
125,38,5
125,39,3
125,40,5
125,40,5
125,41,5
125,41,5
125,41,5
125,42,3
125,43,4
125,43,5
125,44,5
125,44,5
125,44,5
125,45,4
125,45,3
125,45,3
125,46,4
125,46,4
125,47,4
125,48,3
125,50,4
125,53,5
125,54,3
125,56,5
125,56,3
125,57,2
125,58,4
125,58,4
125,59,4
125,59,4
125,60,4
125,60,3
125,61,2
125,62,3
125,62,2
125,63,2
125,65,2
125,67,3
125,67,4
125,67,2
125,68,3
125,70,2
125,72,2
126,1,5
126,4,5
126,4,5
126,5,3
126,6,5
126,11,3
126,18,3
126,19,4
126,24,3
126,25,5
126,25,4
126,27,3
126,34,4
126,34,4
126,34,4
126,35,5
126,40,4
126,42,2
126,43,4
126,48,3
126,48,2
126,54,2
126,56,3
126,61,3
126,64,3
126,65,2
126,66,2
126,66,3
126,70,2
126,70,3
127,1,5
127,2,5
127,3,4
127,5,4
127,7,5
127,10,5
127,10,5
127,11,4
127,14,4
127,15,4
127,15,4
127,16,4
127,16,5
127,16,5
127,16,4
127,18,4
127,20,5
127,21,4
127,22,1
127,24,5
127,25,5
127,26,2
127,26,1
127,27,3
127,27,2
127,27,3
127,28,4
127,29,5
127,33,5
127,33,4
127,33,3
127,35,5
127,36,4
127,37,4
127,37,3
127,37,2
127,39,4
127,39,4
127,41,5
127,41,4
127,44,5
127,44,5
127,45,3
127,47,5
127,47,4
127,49,4
127,51,2
127,51,4
127,52,5
127,52,4
127,53,5
127,55,4
127,55,4
127,55,3
127,56,5
127,57,4
127,58,4
127,58,2
127,59,4
127,60,3
127,60,4
127,61,3
127,61,3
127,65,2
127,65,1
127,66,1
127,68,2
127,68,1
127,70,2
127,70,3
128,7,5
128,24,5
128,29,5
128,31,5
128,38,5
128,43,5
128,50,5
128,50,5
128,67,5
128,69,5
129,1,5
129,1,5
129,1,5
129,1,5
129,1,5
129,2,4
129,5,4
129,6,5
129,6,5
129,9,4
129,10,5
129,10,5
129,10,5
129,10,5
129,11,4
129,12,3
129,13,3
129,14,3
129,14,4
129,16,4
129,16,5
129,17,4
129,19,4
129,21,4
129,22,1
129,23,2
129,24,5
129,24,4
129,24,4
129,25,5
129,25,5
129,26,1
129,27,2
129,28,5
129,30,4
129,30,4
129,31,4
129,31,4
129,32,4
129,33,3
129,33,3
129,33,3
129,35,5
129,37,2
129,39,3
129,40,4
129,40,4
129,44,4
129,44,4
129,45,3
129,46,4
129,47,4
129,48,3
129,48,3
129,49,2
129,51,3
129,52,4
129,53,4
129,56,4
129,57,3
129,57,4
129,57,2
129,59,3
129,59,4
129,62,2
129,62,1
129,63,3
129,63,3
129,63,1
129,64,3
129,64,2
129,66,2
129,68,2
129,69,1
129,70,3
129,70,2
129,70,2
129,70,2
129,71,2
129,72,1
130,1,4
130,2,5
130,6,5
130,7,5
130,8,5
130,10,4
130,10,4
130,11,4
130,11,5
130,12,2
130,15,3
130,16,5
130,17,4
130,17,3
130,19,4
130,20,5
130,20,5
130,20,4
130,22,2
130,26,1
130,26,2
130,27,1
130,27,1
130,29,5
130,29,4
130,31,5
130,34,5
130,35,4
130,36,3
130,39,3
130,40,3
130,41,3
130,42,3
130,44,3
130,45,4
130,46,2
130,46,4
130,48,4
130,49,3
130,49,2
130,51,3
130,52,3
130,52,3
130,53,4
130,54,3
130,54,3
130,54,3
130,56,3
130,60,3
130,62,2
130,62,4
130,64,2
130,67,2
130,67,3
130,67,3
130,67,2
130,69,3
130,69,2
130,69,1
130,71,2
131,1,5
131,4,4
131,4,5
131,7,4
131,7,4
131,7,5
131,9,4
131,10,5
131,11,3
131,12,3
131,14,2
131,15,2
131,17,2
131,18,2
131,19,4
131,19,4
131,20,4
131,22,1
131,23,2
131,23,2
131,23,2
131,23,2
131,24,4
131,24,4
131,27,2
131,27,2
131,29,5
131,29,4
131,29,5
131,30,3
131,30,3
131,30,3
131,30,3
131,31,3
131,32,5
131,32,5
131,33,3
131,33,3
131,33,2
131,33,2
131,34,3
131,34,3
131,38,4
131,39,2
131,40,3
131,45,1
131,45,2
131,45,1
131,46,3
131,47,4
131,48,1
131,50,3
131,54,1
131,55,3
131,55,3
131,56,4
131,57,1
131,63,2
131,63,1
131,64,2
131,65,2
131,65,1
131,65,1
131,66,1
131,66,1
131,66,1
131,67,3
131,67,3
131,67,1
131,67,3
131,68,2
131,68,1
131,69,1
131,69,1
131,70,3
131,71,2
131,72,1
131,72,1
131,72,1
131,72,1
132,1,5
132,1,5
132,4,5
132,7,5
132,7,5
132,9,5
132,9,5
132,14,4
132,14,4
132,19,5
132,25,5
132,25,5
132,29,5
132,33,4
132,37,4
132,39,4
132,41,5
132,44,5
132,45,3
132,50,5
132,52,4
132,57,1
132,60,3
132,60,3
132,62,4
132,67,3
132,69,1
132,69,1
132,71,4
132,72,1
133,1,4
133,9,4
133,10,5
133,13,2
133,16,4
133,16,5
133,22,1
133,40,2
133,47,4
133,56,5
134,1,5
134,1,5
134,2,5
134,5,5
134,5,4
134,5,5
134,7,5
134,9,5
134,10,4
134,11,4
134,12,4
134,12,4
134,13,4
134,14,4
134,14,5
134,14,4
134,14,4
134,16,5
134,16,5
134,18,5
134,20,5
134,20,5
134,21,5
134,21,5
134,22,1
134,22,1
134,22,1
134,24,5
134,25,5
134,28,5
134,31,5
134,32,5
134,33,4
134,33,4
134,33,2
134,34,5
134,35,5
134,37,2
134,37,3
134,39,4
134,40,5
134,41,4
134,41,5
134,41,4
134,42,4
134,45,4
134,47,3
134,47,4
134,48,5
134,49,3
134,52,3
134,52,4
134,54,4
134,54,3
134,55,2
134,58,3
134,61,3
134,62,3
134,67,3
134,72,2
135,1,4
135,5,2
135,6,3
135,9,2
135,9,3
135,13,3
135,23,2
135,27,2
135,27,2
135,29,4
135,32,3
135,34,4
135,38,2
135,43,2
135,50,2
135,51,2
135,51,2
135,53,2
135,61,2
135,66,2
136,2,5
136,3,4
136,4,5
136,5,3
136,7,5
136,10,5
136,11,4
136,19,5
136,22,1
136,24,5
136,27,3
136,28,4
136,31,4
136,33,3
136,36,3
136,37,5
136,43,5
136,44,5
136,44,3
136,47,5
136,53,5
136,55,5
136,60,4
136,60,4
136,61,5
136,63,4
136,63,2
136,65,5
136,68,2
136,68,1
137,1,5
137,1,4
137,2,3
137,3,2
137,4,5
137,4,4
137,5,3
137,5,3
137,5,3
137,5,3
137,6,4
137,7,4
137,7,3
137,7,5
137,7,5
137,8,5
137,8,3
137,9,4
137,10,5
137,10,5
137,12,2
137,13,2
137,15,2
137,16,4
137,16,5
137,18,3
137,18,2
137,18,2
137,19,5
137,19,5
137,20,5
137,20,5
137,20,4
137,21,4
137,21,3
137,22,1
137,22,1
137,22,1
137,23,3
137,24,3
137,24,4
137,25,5
137,27,2
137,29,5
137,29,5
137,34,4
137,34,4
137,35,4
137,35,4
137,35,4
137,35,4
137,36,2
137,38,4
137,40,2
137,41,3
137,42,2
137,45,3
137,46,4
137,48,3
137,48,3
137,50,5
137,52,2
137,52,3
137,53,3
137,53,5
137,56,4
137,57,2
137,58,3
137,58,1
137,61,3
137,61,3
137,62,2
137,63,3
137,64,2
137,68,1
137,69,1
137,69,2
137,71,3
137,71,3
137,72,2
138,1,5
138,4,4
138,5,4
138,5,3
138,7,4
138,7,5
138,8,5
138,8,5
138,8,5
138,10,5
138,10,4
138,10,5
138,11,4
138,11,4
138,11,4
138,11,3
138,15,4
138,15,2
138,15,3
138,16,5
138,16,5
138,16,5
138,18,4
138,18,3
138,19,5
138,19,3
138,20,4
138,21,5
138,22,1
138,22,1
138,23,2
138,25,5
138,25,5
138,27,2
138,28,3
138,30,4
138,31,4
138,33,3
138,33,3
138,34,5
138,35,4
138,36,3
138,37,2
138,41,4
138,42,4
138,43,4
138,43,4
138,46,4
138,46,4
138,49,4
138,49,3
138,51,3
138,52,3
138,53,5
138,54,2
138,56,3
138,56,4
138,57,4
138,57,3
138,58,4
138,59,2
138,60,3
138,61,3
138,61,3
138,62,2
138,62,3
138,63,2
138,63,2
138,63,3
138,64,3
138,64,3
138,64,3
138,64,2
138,65,1
138,68,1
138,69,3
138,69,2
138,70,1
138,71,1
138,72,3
139,1,5
139,1,5
139,3,4
139,6,5
139,6,5
139,10,5
139,12,5
139,25,5
139,28,5
139,35,5
139,35,5
139,36,3
139,38,5
139,43,4
139,47,4
139,48,4
139,49,5
139,52,4
139,53,4
139,55,4
139,56,3
139,56,3
139,57,4
139,59,4
139,60,4
139,61,4
139,63,3
139,67,3
139,70,3
139,71,3
140,1,4
140,2,5
140,2,4
140,3,5
140,3,4
140,4,3
140,4,4
140,4,4
140,5,3
140,6,3
140,6,3
140,7,4
140,7,2
140,7,3
140,9,3
140,9,2
140,10,4
140,10,4
140,11,4
140,12,3
140,12,3
140,12,2
140,13,4
140,13,4
140,15,4
140,15,2
140,17,4
140,17,4
140,17,5
140,18,3
140,18,3
140,20,2
140,21,4
140,21,3
140,24,5
140,24,3
140,25,3
140,26,1
140,27,2
140,28,5
140,30,4
140,30,4
140,30,2
140,30,3
140,31,4
140,31,3
140,32,5
140,34,3
140,37,5
140,38,3
140,38,3
140,39,3
140,41,3
140,42,2
140,43,4
140,43,3
140,44,4
140,46,2
140,46,2
140,47,3
140,48,3
140,48,3
140,49,4
140,49,3
140,49,3
140,50,3
140,51,3
140,51,2
140,53,2
140,55,4
140,55,4
140,55,4
140,56,4
140,59,3
140,60,2
140,62,2
140,63,4
140,66,3
140,66,3
140,67,2
140,67,3
140,69,4
140,69,2
140,70,2
140,70,2
140,71,3
140,71,2
140,72,3
140,72,3
140,72,2
141,1,4
141,3,4
141,5,3
141,6,5
141,7,5
141,13,4
141,16,5
141,18,4
141,19,5
141,21,4
141,24,5
141,25,4
141,26,2
141,29,4
141,31,4
141,32,5
141,45,3
141,45,2
141,49,4
141,50,4
141,51,3
141,52,4
141,53,3
141,55,3
141,59,4
141,60,3
141,66,1
141,68,2
141,68,2
141,71,3
142,1,5
142,1,5
142,1,5
142,2,5
142,6,5
142,7,5
142,8,5
142,9,5
142,11,5
142,12,5
142,12,5
142,13,4
142,14,5
142,14,4
142,15,4
142,16,5
142,16,5
142,16,5
142,17,5
142,17,5
142,19,5
142,21,5
142,21,5
142,24,5
142,24,5
142,26,2
142,26,1
142,27,2
142,29,5
142,31,5
142,31,5
142,32,5
142,33,5
142,35,5
142,35,5
142,35,5
142,36,5
142,36,5
142,42,5
142,42,4
142,43,4
142,43,5
142,44,2
142,44,4
142,46,4
142,46,5
142,47,1
142,47,5
142,50,5
142,51,1
142,52,4
142,52,4
142,54,4
142,54,5
142,56,3
142,56,4
142,56,4
142,57,5
142,57,5
142,58,4
142,61,4
142,62,3
142,62,2
142,63,5
142,64,3
142,66,5
142,68,1
142,68,1
142,70,3
142,72,3
143,1,5
143,1,5
143,1,5
143,2,5
143,3,5
143,3,3
143,3,3
143,4,5
143,5,4
143,7,4
143,7,5
143,8,5
143,8,5
143,9,5
143,10,5
143,12,4
143,12,4
143,12,4
143,13,4
143,13,3
143,14,3
143,15,5
143,15,4
143,16,5
143,16,5
143,18,3
143,18,5
143,20,4
143,20,5
143,20,5
143,21,4
143,22,1
143,23,3
143,24,4
143,25,5
143,25,5
143,26,1
143,26,1
143,27,3
143,28,5
143,28,4
143,28,4
143,28,4
143,29,5
143,29,5
143,30,4
143,31,4
143,32,5
143,33,3
143,33,4
143,33,4
143,34,5
143,34,5
143,34,5
143,34,5
143,35,5
143,36,4
143,37,5
143,37,5
143,38,5
143,39,4
143,39,3
143,40,5
143,40,5
143,41,3
143,41,5
143,42,3
143,42,4
143,43,5
143,43,4
143,44,5
143,44,5
143,47,5
143,48,4
143,51,3
143,51,2
143,52,4
143,54,4
143,54,4
143,55,2
143,56,5
143,58,3
143,58,4
143,58,5
143,59,5
143,60,5
143,62,3
143,62,4
143,62,4
143,64,5
143,64,2
143,64,3
143,67,3
143,69,2
143,69,1
143,69,4
143,70,3
143,71,2
143,71,3
143,72,3
